,Unnamed: 0,Class,FL_B,FL_A,VS,FL_B_3,FL_A_3,FL_B_12,FL_A_12,Container Type,Recyclable fraction,FL_C,FL_C_3,FL_C_12
1282,1282,0,69.0,43.1,9.0,98.0,64.1,81.7,43.2,2,0,-25.9,-33.900000000000006,-38.5
1283,1283,1,64.0,30.6,3.0,57.2,32.0,74.6,32.6,0,0,-33.4,-25.200000000000003,-41.99999999999999
1284,1284,1,79.7,32.8,1.0,40.0,33.7,58.5,54.4,1,2,-46.900000000000006,-6.299999999999997,-4.100000000000001
1285,1285,1,63.9,31.8,3.0,54.3,68.8,68.9,30.5,3,0,-32.099999999999994,14.5,-38.400000000000006
1286,1286,0,73.3,39.9,8.0,81.7,20.6,60.4,65.1,2,1,-33.4,-61.1,4.699999999999996
1287,1287,1,51.9,66.6,4.0,61.1,58.2,53.7,22.0,7,1,14.699999999999996,-2.8999999999999986,-31.700000000000003
1288,1288,0,94.9,44.1,9.0,95.1,57.9,79.8,63.5,4,2,-50.8,-37.2,-16.299999999999997
1289,1289,0,81.1,56.4,6.0,93.9,44.7,84.8,43.2,6,0,-24.7,-49.2,-41.6
1290,1290,0,66.1,50.0,6.0,82.0,56.6,96.8,50.4,8,0,-16.099999999999994,-25.4,-46.4
1291,1291,1,76.2,54.2,4.0,34.5,21.0,73.8,30.9,9,2,-22.0,-13.5,-42.9
1292,1292,0,86.4,32.3,6.0,99.4,49.1,93.8,57.8,6,2,-54.10000000000001,-50.3,-36.0
1293,1293,1,71.7,53.7,4.0,33.1,61.0,60.8,35.7,10,1,-18.0,27.9,-25.099999999999994
1294,1294,1,79.0,24.3,2.0,74.1,51.9,36.8,54.7,7,2,-54.7,-22.2,17.900000000000006
1295,1295,1,54.6,52.9,3.0,61.7,68.5,61.0,55.5,9,1,-1.7000000000000028,6.799999999999997,-5.5
1296,1296,1,76.9,20.0,4.0,67.3,31.1,37.9,56.1,9,1,-56.900000000000006,-36.2,18.200000000000003
1297,1297,1,62.2,60.5,4.0,55.3,60.1,53.0,31.5,12,2,-1.7000000000000028,4.800000000000004,-21.5
1298,1298,1,51.7,58.1,4.0,68.1,36.0,31.9,64.3,2,0,6.399999999999999,-32.099999999999994,32.4
1299,1299,1,57.3,24.0,5.0,59.9,66.2,61.1,34.8,10,0,-33.3,6.300000000000004,-26.300000000000004
1300,1300,1,72.3,54.5,3.0,38.8,50.2,52.1,55.3,6,2,-17.799999999999997,11.400000000000006,3.199999999999996
1301,1301,1,51.6,54.6,2.0,58.0,64.0,30.2,51.1,11,1,3.0,6.0,20.9
1302,1302,1,74.4,53.9,4.0,63.1,38.2,69.7,22.5,3,0,-20.500000000000007,-24.9,-47.2
1303,1303,0,82.2,50.5,6.0,69.6,65.1,81.5,53.4,1,2,-31.700000000000003,-4.5,-28.1
1304,1304,1,39.3,63.6,3.0,69.3,32.0,66.4,20.9,2,0,24.300000000000004,-37.3,-45.50000000000001
1305,1305,0,91.9,67.3,9.0,83.0,41.6,87.0,66.4,1,1,-24.60000000000001,-41.4,-20.599999999999994
1306,1306,0,72.6,54.2,8.0,68.4,51.9,94.2,54.6,6,0,-18.39999999999999,-16.500000000000007,-39.6
1307,1307,0,65.1,50.0,7.0,91.1,42.6,86.7,56.4,0,2,-15.099999999999994,-48.49999999999999,-30.300000000000004
1308,1308,0,69.4,25.9,7.0,99.5,47.4,84.1,50.7,7,2,-43.50000000000001,-52.1,-33.39999999999999
1309,1309,0,90.8,30.0,6.0,88.9,52.2,91.2,36.8,10,2,-60.8,-36.7,-54.400000000000006
1310,1310,1,64.5,32.5,3.0,79.1,63.7,66.0,20.4,2,0,-32.0,-15.399999999999991,-45.6
1311,1311,0,77.1,47.7,9.0,78.6,25.3,64.9,59.6,9,1,-29.39999999999999,-53.3,-5.300000000000004
1312,1312,0,72.2,68.5,6.0,76.3,40.4,92.6,48.2,4,1,-3.700000000000003,-35.9,-44.39999999999999
1313,1313,1,69.9,33.8,1.0,70.9,58.5,56.3,26.1,4,1,-36.10000000000001,-12.400000000000006,-30.2
1314,1314,0,81.0,29.2,6.0,69.6,48.0,95.3,21.4,9,2,-51.8,-21.599999999999994,-73.9
1315,1315,1,67.9,50.6,2.0,75.6,35.9,58.6,33.0,7,0,-17.300000000000004,-39.7,-25.6
1316,1316,0,85.7,27.1,9.0,95.3,33.8,97.1,61.6,6,2,-58.6,-61.5,-35.49999999999999
1317,1317,1,78.7,31.9,3.0,67.8,27.6,60.8,53.1,6,1,-46.8,-40.2,-7.699999999999996
1318,1318,1,68.9,63.3,5.0,75.9,22.7,52.6,21.5,13,2,-5.6000000000000085,-53.2,-31.1
1319,1319,0,93.2,47.6,7.0,84.6,59.8,76.5,63.8,1,1,-45.6,-24.8,-12.700000000000005
1320,1320,1,72.2,34.6,5.0,30.5,66.2,63.9,57.0,0,2,-37.6,35.7,-6.899999999999999
1321,1321,0,94.6,64.0,9.0,99.8,50.6,85.8,57.2,0,1,-30.599999999999994,-49.2,-28.599999999999994
1322,1322,0,98.6,44.0,8.0,93.3,55.4,79.2,53.6,12,2,-54.6,-37.9,-25.6
1323,1323,1,54.7,34.5,2.0,58.0,50.7,39.6,32.5,10,1,-20.200000000000003,-7.299999999999997,-7.100000000000001
1324,1324,1,76.6,25.4,1.0,52.5,31.4,63.9,31.8,10,1,-51.2,-21.1,-32.099999999999994
1325,1325,0,64.2,44.2,7.0,98.9,40.1,83.3,33.5,7,2,-20.0,-58.8,-49.8
1326,1326,1,59.4,65.0,2.0,74.7,67.0,33.0,50.3,1,2,5.600000000000001,-7.700000000000003,17.299999999999997
1327,1327,1,31.1,64.8,3.0,30.5,63.8,54.2,34.9,4,0,33.7,33.3,-19.300000000000004
1328,1328,0,91.7,44.8,7.0,91.0,58.5,85.2,26.9,12,2,-46.900000000000006,-32.5,-58.3
1329,1329,0,73.7,20.5,6.0,93.2,56.7,90.2,54.5,5,0,-53.2,-36.5,-35.7
1330,1330,1,56.4,53.3,5.0,58.8,38.5,34.7,36.7,9,0,-3.1000000000000014,-20.3,2.0
1331,1331,0,87.5,52.9,6.0,60.0,59.7,60.4,36.5,9,0,-34.6,-0.2999999999999971,-23.9
1332,1332,0,98.1,51.1,7.0,87.4,54.6,74.1,58.8,7,0,-46.99999999999999,-32.800000000000004,-15.299999999999995
1333,1333,1,61.4,37.7,2.0,68.0,36.1,50.0,58.7,2,1,-23.7,-31.9,8.700000000000003
1334,1334,0,82.5,40.8,7.0,96.0,29.2,97.4,54.8,10,2,-41.7,-66.8,-42.60000000000001
1335,1335,1,62.2,32.1,1.0,37.3,54.8,37.5,50.9,12,1,-30.1,17.5,13.4
1336,1336,1,65.6,53.2,3.0,54.5,38.7,39.9,53.7,2,2,-12.399999999999991,-15.799999999999995,13.800000000000004
1337,1337,1,61.9,64.0,3.0,55.8,30.8,55.9,35.9,3,0,2.1000000000000014,-25.0,-20.0
1338,1338,1,32.4,66.6,2.0,61.7,51.7,62.2,56.7,12,1,34.2,-10.0,-5.5
1339,1339,0,94.3,47.6,6.0,84.2,54.0,93.0,42.7,11,0,-46.7,-30.200000000000003,-50.3
1340,1340,1,54.1,35.4,5.0,52.6,51.9,64.2,27.0,12,1,-18.700000000000003,-0.7000000000000028,-37.2
1341,1341,0,99.1,57.4,6.0,79.7,32.3,83.3,60.5,9,2,-41.7,-47.400000000000006,-22.8
1342,1342,0,92.9,62.0,6.0,91.4,57.7,75.0,36.8,4,1,-30.90000000000001,-33.7,-38.2
1343,1343,0,82.6,45.8,9.0,88.6,50.4,81.9,41.9,9,0,-36.8,-38.2,-40.00000000000001
1344,1344,1,50.1,61.3,1.0,79.5,53.5,33.5,24.7,11,0,11.199999999999996,-26.0,-8.8
1345,1345,1,55.8,38.6,5.0,54.4,27.7,50.9,31.0,13,2,-17.199999999999996,-26.7,-19.9
1346,1346,0,88.6,55.7,6.0,73.3,56.0,97.6,34.1,11,2,-32.89999999999999,-17.299999999999997,-63.49999999999999
1347,1347,1,69.4,34.1,5.0,53.6,38.2,69.1,26.2,8,1,-35.300000000000004,-15.4,-42.89999999999999
1348,1348,0,69.3,38.5,7.0,93.3,67.5,89.0,59.5,13,0,-30.8,-25.8,-29.5
1349,1349,1,55.8,57.4,1.0,77.8,20.8,79.6,34.0,0,0,1.6000000000000014,-57.0,-45.6
1350,1350,1,54.6,58.2,5.0,56.4,20.3,74.9,65.5,0,1,3.6000000000000014,-36.1,-9.400000000000006
1351,1351,1,62.0,55.5,1.0,60.0,53.9,38.5,31.8,9,2,-6.5,-6.100000000000001,-6.699999999999999
1352,1352,1,60.0,55.8,5.0,53.2,36.7,56.5,56.3,9,0,-4.200000000000003,-16.5,-0.2000000000000028
1353,1353,1,61.8,26.6,5.0,70.4,66.4,62.5,53.8,5,1,-35.2,-4.0,-8.700000000000003
1354,1354,0,92.9,48.3,6.0,66.1,50.6,89.5,65.2,7,1,-44.60000000000001,-15.499999999999991,-24.3
1355,1355,0,93.9,65.9,7.0,80.6,30.0,68.6,50.1,12,2,-28.0,-50.6,-18.499999999999996
1356,1356,0,81.0,60.1,9.0,82.5,44.5,86.8,53.6,10,0,-20.9,-38.0,-33.2
1357,1357,1,59.7,65.9,3.0,66.4,52.1,50.7,65.7,13,2,6.200000000000003,-14.300000000000004,15.0
1358,1358,1,59.6,56.9,3.0,60.0,38.1,36.1,20.2,10,0,-2.700000000000003,-21.9,-15.900000000000002
1359,1359,0,93.9,56.5,8.0,88.6,66.6,83.9,60.2,2,1,-37.400000000000006,-22.0,-23.700000000000003
1360,1360,1,55.4,63.4,5.0,75.5,32.8,64.3,34.2,2,0,8.0,-42.7,-30.099999999999994
1361,1361,0,97.8,67.5,7.0,81.9,54.2,94.0,54.3,2,0,-30.3,-27.700000000000003,-39.7
1362,1362,1,33.2,34.9,4.0,33.0,56.9,76.5,52.6,12,1,1.6999999999999955,23.9,-23.9
1363,1363,0,87.1,63.9,6.0,65.0,29.5,91.8,65.3,8,2,-23.2,-35.5,-26.5
1364,1364,1,37.7,35.0,1.0,30.6,55.9,78.7,55.2,9,2,-2.700000000000003,25.3,-23.5
1365,1365,0,71.4,21.6,9.0,80.8,36.5,68.1,67.2,8,1,-49.8,-44.3,-0.8999999999999915
1366,1366,1,64.8,34.1,3.0,56.3,34.5,60.6,20.2,0,1,-30.7,-21.8,-40.400000000000006
1367,1367,0,89.9,65.7,6.0,73.9,53.3,94.8,33.4,7,0,-24.200000000000003,-20.60000000000001,-61.4
1368,1368,1,70.3,64.2,1.0,74.7,55.4,50.7,36.7,4,0,-6.099999999999994,-19.300000000000004,-14.0
1369,1369,1,32.0,53.3,5.0,62.7,31.1,30.0,33.2,7,1,21.3,-31.6,3.200000000000003
1370,1370,0,92.8,45.7,8.0,82.2,56.1,88.3,32.4,4,2,-47.1,-26.1,-55.9
1371,1371,1,72.6,21.2,2.0,72.4,36.6,32.3,54.3,11,0,-51.39999999999999,-35.800000000000004,22.0
1372,1372,1,75.8,65.4,4.0,53.6,63.0,70.9,32.1,3,0,-10.399999999999991,9.4,-38.8
1373,1373,0,91.5,55.1,6.0,84.2,27.1,94.0,58.0,1,2,-36.4,-57.1,-36.0
1374,1374,0,87.6,47.4,7.0,96.3,55.3,97.4,52.9,13,1,-40.2,-41.0,-44.50000000000001
1375,1375,0,70.3,45.2,7.0,76.1,59.0,82.2,24.9,0,2,-25.099999999999994,-17.099999999999994,-57.3
1376,1376,0,95.9,58.2,6.0,77.2,46.5,73.1,67.0,2,1,-37.7,-30.700000000000003,-6.099999999999994
1377,1377,0,91.0,41.7,9.0,85.6,55.3,89.6,46.4,7,1,-49.3,-30.3,-43.2
1378,1378,0,65.2,55.1,7.0,93.7,38.8,95.2,44.1,0,1,-10.1,-54.900000000000006,-51.1
1379,1379,0,98.4,46.9,9.0,80.5,34.6,86.4,44.5,0,0,-51.50000000000001,-45.9,-41.900000000000006
1380,1380,0,64.4,42.0,6.0,85.2,54.2,86.8,52.3,13,1,-22.40000000000001,-31.0,-34.5
1381,1381,0,89.9,57.5,9.0,96.4,67.4,93.5,69.8,4,2,-32.400000000000006,-29.0,-23.700000000000003
1382,1382,0,94.6,21.4,9.0,71.7,43.3,68.8,31.5,9,2,-73.19999999999999,-28.40000000000001,-37.3
1383,1383,0,84.5,42.5,6.0,79.0,23.7,77.3,34.6,7,2,-42.0,-55.3,-42.7
1384,1384,1,33.3,52.9,1.0,59.8,50.1,63.7,50.5,0,0,19.6,-9.699999999999996,-13.200000000000005
1385,1385,0,91.8,47.0,8.0,76.9,20.3,61.2,59.9,8,2,-44.8,-56.60000000000001,-1.3000000000000045
1386,1386,1,61.6,52.9,4.0,68.4,54.5,54.0,26.7,10,1,-8.700000000000003,-13.900000000000006,-27.3
1387,1387,0,93.8,50.0,6.0,73.8,59.4,87.8,30.6,4,2,-43.8,-14.4,-57.2
1388,1388,0,93.2,55.9,6.0,73.1,50.1,79.9,43.1,8,1,-37.3,-22.999999999999996,-36.8
1389,1389,0,92.2,41.6,6.0,63.7,38.9,63.0,55.1,3,2,-50.6,-24.800000000000004,-7.899999999999999
1390,1390,0,83.8,47.6,9.0,69.5,48.8,86.4,21.1,6,2,-36.2,-20.700000000000003,-65.30000000000001
1391,1391,1,64.5,61.2,4.0,74.7,28.7,54.4,35.8,1,0,-3.299999999999997,-46.0,-18.6
1392,1392,1,58.4,32.9,3.0,65.2,21.5,52.2,31.3,10,2,-25.5,-43.7,-20.9
1393,1393,1,59.6,33.3,2.0,31.0,68.4,58.6,61.1,12,0,-26.300000000000004,37.400000000000006,2.5
1394,1394,1,77.1,53.6,4.0,68.1,52.7,75.3,61.9,9,0,-23.499999999999996,-15.399999999999991,-13.4
1395,1395,1,59.7,38.3,4.0,73.0,34.5,34.9,58.5,7,0,-21.40000000000001,-38.5,23.6
1396,1396,0,88.7,30.9,6.0,90.3,52.4,81.8,65.3,3,0,-57.8,-37.9,-16.5
1397,1397,1,38.2,33.5,3.0,31.8,30.1,52.7,31.6,7,1,-4.700000000000003,-1.6999999999999993,-21.1
1398,1398,1,51.5,61.2,2.0,35.9,63.8,76.8,64.1,3,2,9.700000000000005,27.9,-12.700000000000005
1399,1399,1,63.0,61.5,2.0,62.1,38.0,55.3,37.1,10,0,-1.5,-24.1,-18.2
1400,1400,1,68.7,58.5,5.0,54.3,61.6,72.4,20.6,4,0,-10.200000000000005,7.300000000000004,-51.8
1401,1401,0,61.8,56.7,7.0,94.1,54.8,78.7,63.4,5,0,-5.099999999999994,-39.3,-15.300000000000004
1402,1402,1,55.2,26.0,2.0,60.3,67.9,51.8,56.4,10,1,-29.200000000000003,7.600000000000008,4.600000000000001
1403,1403,1,55.1,35.1,1.0,34.0,25.8,57.4,25.3,0,1,-20.0,-8.2,-32.099999999999994
1404,1404,0,92.2,24.8,8.0,77.0,66.9,71.0,61.6,9,1,-67.4,-10.099999999999994,-9.4
1405,1405,0,82.9,43.8,6.0,92.9,31.7,87.6,33.6,0,1,-39.10000000000001,-61.2,-53.99999999999999
1406,1406,0,82.6,63.2,9.0,79.7,69.7,93.7,24.2,4,0,-19.39999999999999,-10.0,-69.5
1407,1407,1,34.8,35.5,1.0,50.0,50.5,35.7,38.5,0,0,0.7000000000000028,0.5,2.799999999999997
1408,1408,1,62.1,52.9,3.0,50.1,68.7,57.1,50.1,3,1,-9.200000000000005,18.6,-7.0
1409,1409,1,50.7,33.4,2.0,55.4,36.3,61.0,53.3,12,2,-17.300000000000004,-19.1,-7.700000000000003
1410,1410,1,71.5,53.2,4.0,59.0,30.7,33.8,57.0,12,1,-18.3,-28.3,23.200000000000003
1411,1411,0,89.6,52.2,6.0,91.9,35.1,80.6,61.5,3,2,-37.39999999999999,-56.8,-19.099999999999994
1412,1412,0,89.5,41.7,6.0,87.2,63.0,87.9,51.4,11,0,-47.8,-24.200000000000003,-36.50000000000001
1413,1413,0,95.7,53.0,9.0,80.4,50.1,76.1,53.3,2,2,-42.7,-30.300000000000004,-22.8
1414,1414,1,35.4,34.4,5.0,35.7,53.5,55.6,61.0,2,2,-1.0,17.799999999999997,5.399999999999999
1415,1415,1,52.2,33.4,5.0,70.0,65.5,36.0,54.2,10,1,-18.800000000000004,-4.5,18.200000000000003
1416,1416,0,89.6,31.1,6.0,91.7,37.2,90.7,52.6,8,1,-58.49999999999999,-54.5,-38.1
1417,1417,1,35.8,31.0,1.0,53.4,34.6,56.1,56.5,9,0,-4.799999999999997,-18.8,0.3999999999999986
1418,1418,0,71.1,58.6,8.0,60.8,44.2,83.2,22.5,8,1,-12.499999999999991,-16.599999999999994,-60.7
1419,1419,1,33.8,22.4,1.0,59.7,62.8,55.3,56.9,0,1,-11.4,3.0999999999999943,1.6000000000000014
1420,1420,0,94.9,55.2,9.0,67.8,53.2,94.6,56.0,4,0,-39.7,-14.599999999999994,-38.6
1421,1421,0,96.1,68.2,6.0,68.0,58.4,96.8,43.9,3,2,-27.89999999999999,-9.6,-52.9
1422,1422,1,69.2,58.6,2.0,53.2,65.8,52.7,50.4,12,2,-10.6,12.599999999999994,-2.3000000000000043
1423,1423,0,82.8,51.4,9.0,63.3,22.7,97.1,54.3,4,0,-31.4,-40.6,-42.8
1424,1424,1,64.0,36.5,2.0,72.9,23.1,50.4,51.7,3,0,-27.5,-49.8,1.3000000000000045
1425,1425,0,70.5,58.1,8.0,97.9,60.0,89.4,41.7,6,0,-12.4,-37.900000000000006,-47.7
1426,1426,1,54.5,55.0,3.0,65.8,53.4,78.6,63.2,0,0,0.5,-12.4,-15.399999999999991
1427,1427,0,81.7,41.8,6.0,82.9,40.6,83.5,63.8,12,2,-39.900000000000006,-42.3,-19.700000000000003
1428,1428,0,84.5,62.0,6.0,94.6,57.7,88.4,50.0,6,2,-22.5,-36.89999999999999,-38.400000000000006
1429,1429,1,61.9,67.2,3.0,39.0,37.4,51.3,22.1,10,0,5.300000000000004,-1.6000000000000014,-29.2
1430,1430,0,99.1,44.0,7.0,77.5,36.0,87.8,28.1,8,2,-55.1,-41.5,-59.7
1431,1431,0,71.7,49.6,6.0,84.3,68.1,64.3,68.6,4,2,-22.1,-16.200000000000003,4.299999999999997
1432,1432,1,33.4,55.9,1.0,80.0,54.9,39.6,33.7,6,1,22.5,-25.1,-5.899999999999999
1433,1433,0,93.6,63.9,9.0,91.9,48.7,88.8,66.1,1,1,-29.7,-43.2,-22.700000000000003
1434,1434,0,99.6,65.9,8.0,88.1,54.0,82.2,50.3,12,2,-33.69999999999999,-34.099999999999994,-31.90000000000001
1435,1435,0,73.0,68.7,8.0,80.8,42.9,88.8,39.8,1,2,-4.299999999999997,-37.9,-49.0
1436,1436,1,59.3,23.1,2.0,39.8,35.5,70.6,38.4,8,0,-36.2,-4.299999999999997,-32.2
1437,1437,0,91.6,53.4,8.0,82.0,30.4,84.4,57.6,0,2,-38.2,-51.6,-26.800000000000004
1438,1438,0,86.3,58.8,9.0,94.7,40.6,85.7,32.0,9,2,-27.5,-54.1,-53.7
1439,1439,1,71.5,39.0,1.0,58.2,26.1,50.7,62.0,12,0,-32.5,-32.1,11.299999999999995
1440,1440,0,93.7,42.5,9.0,84.3,31.9,74.9,61.8,3,2,-51.2,-52.4,-13.100000000000009
1441,1441,1,61.5,34.2,3.0,76.7,52.7,74.1,51.5,3,0,-27.3,-24.0,-22.599999999999994
1442,1442,1,68.6,30.9,4.0,56.7,61.8,60.9,33.9,1,1,-37.7,5.099999999999994,-27.0
1443,1443,0,65.9,65.8,8.0,91.5,33.3,91.8,64.3,4,0,-0.1000000000000085,-58.2,-27.5
1444,1444,0,92.4,55.1,6.0,80.1,41.0,96.0,59.2,9,2,-37.3,-39.1,-36.8
1445,1445,1,58.8,50.2,3.0,60.2,25.9,74.0,30.5,12,2,-8.599999999999994,-34.300000000000004,-43.5
1446,1446,1,60.2,24.7,2.0,61.2,34.2,51.9,57.1,11,0,-35.5,-27.0,5.200000000000003
1447,1447,1,64.0,54.2,3.0,61.4,30.4,53.0,21.4,5,1,-9.799999999999995,-31.0,-31.6
1448,1448,0,78.2,63.1,9.0,80.0,38.0,80.6,42.4,5,1,-15.1,-42.0,-38.2
1449,1449,1,58.1,36.9,3.0,50.8,37.7,63.1,34.0,10,1,-21.200000000000003,-13.099999999999994,-29.1
1450,1450,0,84.8,64.7,9.0,88.7,57.3,86.0,51.4,4,1,-20.099999999999994,-31.40000000000001,-34.6
1451,1451,1,64.3,51.2,2.0,36.0,53.5,65.2,65.9,12,0,-13.099999999999994,17.5,0.7000000000000028
1452,1452,0,93.4,54.8,9.0,90.4,58.1,98.4,48.9,0,0,-38.60000000000001,-32.300000000000004,-49.50000000000001
1453,1453,0,63.9,57.4,6.0,89.5,51.3,86.5,23.8,0,1,-6.5,-38.2,-62.7
1454,1454,1,69.1,63.4,2.0,60.8,33.5,63.8,20.7,11,2,-5.699999999999996,-27.3,-43.1
1455,1455,1,54.8,20.8,1.0,77.2,35.8,51.3,24.9,7,2,-34.0,-41.400000000000006,-26.4
1456,1456,1,68.3,34.3,1.0,65.2,60.3,78.2,65.4,9,2,-34.0,-4.900000000000006,-12.799999999999995
1457,1457,1,79.4,64.3,2.0,64.4,52.4,32.5,22.1,8,0,-15.100000000000009,-12.000000000000009,-10.4
1458,1458,1,34.6,55.2,1.0,56.6,31.7,69.5,31.8,8,1,20.6,-24.9,-37.7
1459,1459,0,60.9,55.9,9.0,63.4,23.2,69.0,46.5,3,0,-5.0,-40.2,-22.5
1460,1460,0,83.4,49.4,8.0,82.1,55.4,96.8,61.0,13,0,-34.00000000000001,-26.7,-35.8
1461,1461,1,71.6,36.9,3.0,64.4,22.9,54.1,52.8,10,2,-34.7,-41.50000000000001,-1.3000000000000045
1462,1462,0,84.7,66.5,6.0,98.0,40.4,81.9,34.8,2,2,-18.200000000000003,-57.6,-47.10000000000001
1463,1463,0,63.2,38.6,8.0,99.0,51.5,83.3,42.8,3,1,-24.6,-47.5,-40.5
1464,1464,0,97.7,61.9,6.0,98.5,62.0,84.0,40.3,2,2,-35.800000000000004,-36.5,-43.7
1465,1465,0,85.7,55.1,7.0,81.4,55.5,93.0,34.8,9,1,-30.6,-25.90000000000001,-58.2
1466,1466,0,62.7,41.0,8.0,90.1,31.2,62.2,43.2,3,0,-21.700000000000003,-58.89999999999999,-19.0
1467,1467,1,50.2,38.0,3.0,52.8,52.5,51.4,51.8,11,1,-12.200000000000005,-0.2999999999999971,0.3999999999999986
1468,1468,1,78.0,53.0,3.0,53.3,25.8,32.4,31.5,6,1,-25.0,-27.5,-0.8999999999999986
1469,1469,1,65.1,38.4,1.0,63.0,55.1,52.8,57.0,0,1,-26.7,-7.899999999999999,4.200000000000003
1470,1470,1,57.7,50.1,1.0,52.7,51.2,57.7,38.3,3,1,-7.600000000000001,-1.5,-19.40000000000001
1471,1471,1,63.8,52.0,1.0,52.7,51.6,60.8,50.8,4,0,-11.799999999999995,-1.1000000000000014,-10.0
1472,1472,1,75.0,56.3,5.0,73.5,50.6,78.4,51.0,3,1,-18.700000000000003,-22.9,-27.40000000000001
1473,1473,0,85.0,41.0,6.0,85.5,53.7,85.6,54.9,8,2,-44.0,-31.8,-30.7
1474,1474,1,64.7,55.8,2.0,31.2,63.5,51.2,52.1,13,2,-8.900000000000006,32.3,0.8999999999999986
1475,1475,0,91.0,65.4,6.0,82.2,37.2,85.6,50.6,8,1,-25.599999999999994,-45.0,-34.99999999999999
1476,1476,1,51.8,60.4,5.0,66.9,31.0,32.1,35.5,1,1,8.600000000000001,-35.900000000000006,3.3999999999999986
1477,1477,0,86.2,66.2,6.0,93.1,57.4,75.2,57.2,8,0,-20.0,-35.7,-18.0
1478,1478,1,51.4,21.3,4.0,37.1,52.0,50.2,20.7,13,2,-30.1,14.9,-29.500000000000004
1479,1479,0,72.3,57.2,6.0,60.5,53.9,86.5,50.8,7,2,-15.099999999999994,-6.600000000000001,-35.7
1480,1480,0,99.6,52.0,9.0,64.4,56.9,81.4,55.8,0,1,-47.6,-7.500000000000007,-25.60000000000001
1481,1481,0,66.7,34.7,9.0,73.2,30.1,83.1,61.5,13,0,-32.0,-43.1,-21.599999999999994
1482,1482,1,53.6,22.5,2.0,51.3,34.6,54.9,32.0,8,2,-31.1,-16.699999999999996,-22.9
1483,1483,1,62.1,53.7,5.0,76.4,34.1,64.1,36.1,13,1,-8.399999999999999,-42.3,-27.999999999999996
1484,1484,1,30.5,38.4,1.0,37.8,32.1,63.9,54.4,4,2,7.899999999999999,-5.699999999999996,-9.5
1485,1485,1,64.8,32.3,1.0,66.4,52.0,52.4,24.4,7,2,-32.5,-14.400000000000006,-28.0
1486,1486,0,84.8,31.8,9.0,93.6,53.6,82.0,58.9,3,0,-53.0,-39.99999999999999,-23.1
1487,1487,1,68.6,67.9,5.0,60.2,52.1,35.6,54.8,1,2,-0.6999999999999886,-8.100000000000001,19.2
1488,1488,0,62.4,34.7,6.0,88.2,58.1,98.3,59.1,11,2,-27.7,-30.1,-39.2
1489,1489,1,54.3,54.9,1.0,75.3,51.5,75.2,35.1,12,1,0.6000000000000014,-23.8,-40.1
1490,1490,1,66.7,34.0,5.0,76.3,28.1,50.9,24.1,13,0,-32.7,-48.2,-26.8
1491,1491,0,84.0,20.3,6.0,70.5,51.0,97.3,22.6,1,1,-63.7,-19.5,-74.69999999999999
1492,1492,0,94.7,55.3,8.0,75.0,34.6,83.0,51.0,0,0,-39.400000000000006,-40.4,-32.0
1493,1493,0,90.3,62.9,7.0,80.3,37.3,68.9,31.8,10,0,-27.4,-43.0,-37.10000000000001
1494,1494,0,61.1,53.1,6.0,70.1,22.7,89.8,45.2,0,1,-8.0,-47.39999999999999,-44.6
1495,1495,0,78.6,50.9,7.0,90.1,36.6,98.1,55.4,13,2,-27.7,-53.49999999999999,-42.7
1496,1496,0,82.8,68.6,7.0,66.9,35.0,73.1,53.2,12,2,-14.200000000000005,-31.90000000000001,-19.89999999999999
1497,1497,1,78.5,52.0,5.0,65.9,33.5,59.8,65.8,13,0,-26.5,-32.400000000000006,6.0
1498,1498,1,55.2,24.4,2.0,73.3,54.6,50.4,57.3,1,2,-30.800000000000004,-18.7,6.899999999999999
1499,1499,0,71.5,51.3,6.0,94.7,37.8,94.6,41.9,6,1,-20.200000000000003,-56.900000000000006,-52.7
1500,1500,1,79.4,51.1,5.0,52.7,37.3,51.3,56.6,7,0,-28.300000000000004,-15.400000000000006,5.300000000000004
1501,1501,1,62.9,38.1,2.0,66.0,36.6,52.0,30.2,1,0,-24.8,-29.4,-21.8
1502,1502,1,54.5,21.4,5.0,60.2,65.2,76.6,34.8,0,0,-33.1,5.0,-41.8
1503,1503,1,53.2,63.1,3.0,70.5,29.0,52.2,50.2,7,2,9.9,-41.5,-2.0
1504,1504,0,62.0,64.2,9.0,93.1,50.2,83.5,40.5,9,2,2.200000000000003,-42.89999999999999,-43.0
1505,1505,0,98.9,53.2,8.0,91.1,59.6,82.8,26.7,13,1,-45.7,-31.499999999999996,-56.1
1506,1506,1,70.0,61.6,1.0,59.0,52.4,40.0,26.3,0,0,-8.399999999999999,-6.600000000000001,-13.7
1507,1507,0,62.1,48.8,6.0,94.4,64.6,97.2,66.1,3,2,-13.300000000000004,-29.80000000000001,-31.10000000000001
1508,1508,0,86.8,53.5,8.0,91.1,63.6,96.7,48.5,13,0,-33.3,-27.499999999999996,-48.2
1509,1509,1,60.5,50.6,2.0,57.0,37.1,68.3,54.8,8,2,-9.9,-19.9,-13.5
1510,1510,1,59.9,54.7,1.0,58.8,31.1,53.6,24.9,6,1,-5.199999999999996,-27.7,-28.700000000000003
1511,1511,0,92.0,42.4,7.0,96.9,41.5,62.7,69.2,11,1,-49.6,-55.400000000000006,6.5
1512,1512,0,82.3,56.3,8.0,79.6,41.4,75.0,69.7,6,1,-26.0,-38.2,-5.299999999999997
