,Class,FL_B,FL_A,VS,FL_B_3,FL_A_3,FL_B_12,FL_A_12,Container Type,Recyclable fraction,FL_C,FL_C_3,FL_C_12
1018,1,-0.5235975313505089,-1.251434071210028,-0.8657580106021161,34.3,35.0,67.7,28.7,0,2,-0.469725117830155,0.7000000000000028,-39.0
1019,0,1.0603763020043588,0.5699642472288231,0.36056357745833834,83.5,35.6,71.0,50.9,1,1,-0.5252965003069572,-47.9,-20.1
1020,0,1.7119400065049422,1.3294402988287872,1.5868851655187928,61.1,39.7,95.5,57.6,5,0,-0.540452331891539,-21.4,-37.9
1021,1,0.5717035236289207,-0.8750565589127011,-0.048210285228479824,51.1,53.5,30.9,63.9,11,0,-1.1719453145824716,2.3999999999999986,33.0
1022,1,-0.9729518103164287,-1.1775027741516246,-0.45698414791529796,75.5,65.4,31.8,60.1,0,1,-0.00999822643115621,-10.099999999999994,28.3
1023,1,-0.8886978830103187,-0.5255631546366113,-0.048210285228479824,65.0,33.8,74.3,36.9,5,2,0.4042611702140955,-31.200000000000003,-37.4
1024,0,0.6728082363962525,0.502753977175729,0.36056357745833834,96.3,54.2,82.1,50.7,4,0,-0.2272318124768368,-42.099999999999994,-31.39999999999999
1025,1,-1.8098741548904547,-0.9960350450082703,-0.048210285228479824,36.9,63.2,64.4,23.5,11,2,0.8791438931976769,26.300000000000004,-40.900000000000006
1026,1,-0.7819762417559128,-0.4381898035675891,-0.048210285228479824,60.6,31.4,76.3,53.2,3,0,0.37394950704493074,-29.200000000000003,-23.099999999999994
1027,0,0.6728082363962525,-0.7204729377905842,1.1781113028319747,98.4,59.1,68.4,37.1,11,2,-1.146685595274834,-39.300000000000004,-31.300000000000004
1028,1,-1.0347380236742427,-1.607648502491427,-1.2745318732889344,61.8,57.5,63.5,22.7,5,0,-0.27775125109211135,-4.299999999999997,-40.8
1029,0,1.6557707216342021,-0.01476510223309568,1.5868851655187928,83.2,60.6,87.0,28.2,2,2,-1.5003216655817562,-22.6,-58.8
1030,0,1.1165455868750986,0.4153806261067068,0.36056357745833834,96.0,51.6,70.9,44.2,1,0,-0.6920106477373631,-44.4,-26.700000000000003
1031,1,-0.12479560876825532,-0.7339149918012032,-1.6833057359757524,60.4,54.6,33.3,30.5,13,2,-0.43941345466098986,-5.799999999999997,-2.799999999999997
1032,0,0.9087192328533606,-0.17606975036052203,1.5868851655187928,88.9,30.9,81.6,44.2,4,1,-0.9496597846752636,-58.00000000000001,-37.39999999999999
1033,1,0.5829373806030689,0.6842217063190833,-1.6833057359757524,34.0,30.3,75.9,50.0,1,0,-0.00999822643115621,-3.6999999999999993,-25.900000000000006
1034,0,1.4760290100478342,-0.18951180437114057,0.36056357745833834,83.3,36.2,69.0,54.9,6,2,-1.4700100024125913,-47.099999999999994,-14.100000000000001
1035,0,0.9031023043662861,-1.5807643944701897,0.36056357745833834,95.1,59.4,95.8,51.5,4,1,-2.0004641078729746,-35.699999999999996,-44.3
1036,1,-0.877464026036171,0.7043847873350114,-0.45698414791529796,34.6,56.2,52.5,21.8,1,0,1.3186630091505656,21.6,-30.7
1037,0,0.23468781440448086,-1.3186443412631224,1.1781113028319747,95.1,22.4,62.6,24.7,6,0,-1.2022569777516365,-72.69999999999999,-37.900000000000006
1038,1,0.4481310969132926,-1.278318179231266,-0.8657580106021161,52.0,24.1,57.3,54.7,10,1,-1.363919181320515,-27.9,-2.5999999999999943
1039,1,0.2683893853269245,-0.7944042348489879,-1.6833057359757524,63.0,65.7,59.8,63.6,6,2,-0.838517019721659,2.700000000000003,3.8000000000000043
1040,0,0.1504338870983709,-0.9489878559711045,0.36056357745833834,92.5,31.9,84.0,31.8,4,2,-0.8486209074447144,-60.6,-52.2
1041,0,0.8413160910084725,-1.036361207040127,1.5868851655187928,86.0,44.8,86.6,33.7,4,1,-1.5356852726124486,-41.2,-52.89999999999999
1042,1,-0.731423885372247,-0.5860523976843959,-0.048210285228479824,74.0,51.5,52.2,55.5,4,1,0.21733924733757978,-22.5,3.299999999999997
1043,1,-0.798827027217135,1.040436137600482,-0.8657580106021161,51.3,57.6,56.0,63.1,3,2,1.5005329881655542,6.300000000000004,7.100000000000001
1044,0,1.464795153073686,-0.35753747950387593,0.7693374401451565,63.0,52.8,98.3,32.9,12,0,-1.5862047112277227,-10.200000000000003,-65.4
1045,0,-0.40002510463488117,-0.08869639929149933,1.5868851655187928,80.3,51.4,83.6,56.9,2,0,0.29311840526049165,-28.9,-26.699999999999996
1046,0,0.7289775212669926,0.4153806261067068,1.5868851655187928,81.3,42.2,82.2,22.1,11,2,-0.3434265212919682,-39.099999999999994,-60.1
1047,0,0.5660865951418462,0.8388053274411997,0.36056357745833834,95.6,49.2,82.4,63.5,5,2,0.12135231396855815,-46.39999999999999,-18.900000000000006
1048,0,1.6782384355824986,0.45570678813856336,0.7693374401451565,62.0,35.2,81.0,43.7,7,2,-1.1668933707209441,-26.799999999999997,-37.3
1049,0,0.40881259750377447,-0.20295385838175958,0.36056357745833834,80.8,59.5,87.2,32.9,12,0,-0.5202445564454292,-21.299999999999997,-54.300000000000004
1050,0,1.1951825856941343,-1.34552844928436,1.1781113028319747,61.3,52.7,82.7,32.4,5,0,-2.0863471535189415,-8.599999999999994,-50.300000000000004
1051,0,0.7233605927799188,0.4893119231651104,0.36056357745833834,99.8,59.6,99.5,25.7,2,1,-0.2828031949536389,-40.199999999999996,-73.8
1052,1,-2.1468898641148946,1.3159982448181682,-0.45698414791529796,35.0,26.4,54.5,63.1,7,1,2.9201292132547705,-8.600000000000001,8.600000000000001
1053,0,0.42004645447792266,0.7850371113987246,0.7693374401451565,85.6,40.6,86.2,52.9,4,0,0.21228730347605226,-44.99999999999999,-33.300000000000004
1054,0,-0.14164639422947717,-0.7540780728171312,0.36056357745833834,70.6,47.8,92.1,54.1,8,1,-0.43941345466098986,-22.799999999999997,-37.99999999999999
1055,1,-0.8662301690620229,0.37505446407485016,-1.2745318732889344,62.2,58.7,63.4,61.2,2,2,1.0610138722126652,-3.5,-2.1999999999999957
1056,0,0.8750176619309161,-0.861614504902082,0.36056357745833834,70.7,50.8,70.0,57.6,12,2,-1.434646395381899,-19.900000000000006,-12.399999999999999
1057,0,1.2345010851036524,-1.68830082655514,0.36056357745833834,92.6,32.1,97.7,48.5,7,1,-2.379359897487534,-60.49999999999999,-49.2
1058,0,1.5434321518927223,0.6640586253031548,0.36056357745833834,65.8,58.7,80.9,57.4,3,0,-0.8890364583369339,-7.099999999999994,-23.500000000000007
1059,1,-0.5685329592471011,0.8522473814518187,-1.2745318732889344,66.9,36.7,52.7,56.0,2,2,1.1519488617201596,-30.200000000000003,3.299999999999997
1060,0,1.5321982949185742,1.4705818659402845,0.36056357745833834,85.9,47.0,91.2,49.3,8,0,-0.27269930723058383,-38.900000000000006,-41.900000000000006
1061,1,-0.130412537255329,-0.7003098567746562,-0.048210285228479824,76.9,30.7,53.5,34.3,7,1,-0.40910179149182535,-46.2,-19.200000000000003
1062,0,0.5492358096806245,0.5699642472288231,1.5868851655187928,69.2,55.4,80.2,29.4,1,0,-0.06556960890795797,-13.800000000000004,-50.800000000000004
1063,0,1.2288841566165787,0.27423905899520895,1.5868851655187928,91.9,33.3,80.2,52.0,4,1,-0.899140346059989,-58.60000000000001,-28.200000000000003
1064,0,0.4649818823745145,0.13309749188371114,0.7693374401451565,61.2,52.9,81.9,34.5,10,1,-0.3181668019843309,-8.300000000000004,-47.400000000000006
1065,1,0.6391066654738089,-1.2581550982153376,-0.45698414791529796,64.4,37.1,50.9,55.6,4,1,-1.5205294410278662,-27.300000000000004,4.700000000000003
1066,1,-0.06300939541044087,-1.654695691528593,-1.6833057359757524,50.6,25.3,32.5,28.7,9,0,-1.1871011461670542,-25.3,-3.8000000000000007
1067,1,-0.09671096633288534,0.8724104624677468,-1.6833057359757524,54.7,50.8,54.2,34.8,12,1,0.7427414089364354,-3.9000000000000057,-19.400000000000006
1068,1,-0.7819762417559128,0.4624278151438724,-0.45698414791529796,61.1,38.0,55.0,54.0,4,2,1.0509099844896101,-23.1,-1.0
1069,1,0.24592167137862903,0.3817754910801597,-1.2745318732889344,57.4,64.0,33.2,68.9,0,0,0.06578093149175566,6.600000000000001,35.7
1070,0,0.8469330194955462,0.44898576113325384,1.1781113028319747,71.0,44.7,61.5,22.6,2,1,-0.42425762307640724,-26.299999999999997,-38.9
1071,0,1.2064164426682824,0.3414493290483031,1.5868851655187928,61.5,45.4,92.5,54.4,7,1,-0.8284131319986043,-16.1,-38.1
1072,1,-0.23151725002266083,-0.9825929909976515,-1.2745318732889344,54.1,33.8,54.4,25.8,8,2,-0.5303484441684847,-20.300000000000004,-28.599999999999998
1073,1,-0.4955128889151389,-0.6667047217481091,-1.6833057359757524,75.7,35.9,39.3,65.2,5,2,-0.05546572118490327,-39.800000000000004,25.900000000000006
1074,1,-0.8100608841912829,-1.0094770990188893,-1.2745318732889344,62.6,26.0,62.8,56.4,8,1,-0.03020600187726597,-36.6,-6.399999999999999
1075,0,0.49306652480988444,0.32128624803237504,1.1781113028319747,90.5,32.5,83.2,46.1,6,0,-0.20197209316919915,-58.0,-37.1
1076,0,1.6670045786083503,1.1479725696854328,0.36056357745833834,74.7,56.8,80.3,24.4,10,2,-0.636439265260561,-17.900000000000006,-55.9
1077,1,-0.793210098730061,0.32128624803237504,-0.8657580106021161,61.5,39.0,33.2,22.2,11,0,0.9549230511205888,-22.5,-11.000000000000004
1078,0,1.588367579789314,0.287681113005828,1.5868851655187928,81.5,58.7,60.2,49.9,5,2,-1.212360865474691,-22.799999999999997,-10.300000000000004
1079,0,-0.32700503430291894,-1.1237345581091494,0.7693374401451565,60.9,20.5,85.7,36.3,2,0,-0.5505562196145941,-40.4,-49.400000000000006
1080,1,-1.6020478008687167,-0.5121211006259927,-0.048210285228479824,51.7,36.2,57.8,52.2,4,2,1.0559619283511377,-15.5,-5.599999999999994
1081,1,-0.798827027217135,0.32800727503768407,-1.2745318732889344,68.9,53.1,69.6,52.0,1,2,0.9650269388436435,-15.800000000000004,-17.599999999999994
1082,0,1.520964437944426,1.235345920754455,1.5868851655187928,66.6,54.1,85.0,55.6,3,0,-0.43941345466098986,-12.499999999999993,-29.4
1083,1,-0.8830809545232451,-0.8884986129233196,-1.2745318732889344,53.8,21.7,57.9,57.6,6,1,0.1264042578300857,-32.099999999999994,-0.29999999999999716
1084,1,-0.703339242936877,1.3227192718234773,-0.45698414791529796,31.2,36.1,67.7,55.7,6,2,1.6268315847037405,4.900000000000002,-12.0
1085,1,-0.3101542488416971,0.744710949366868,-0.45698414791529796,32.9,27.1,50.0,60.0,8,2,0.838728342305457,-5.799999999999997,10.0
1086,0,0.8188483770601762,-0.17606975036052203,0.36056357745833834,96.2,47.8,98.1,56.2,4,2,-0.8688286828908238,-48.400000000000006,-41.89999999999999
1087,1,-0.07986018087166351,-0.8212883428702255,-1.2745318732889344,63.3,57.9,65.7,51.0,5,1,-0.5455042757530661,-5.399999999999999,-14.700000000000003
1088,0,1.071610158978506,1.309277217812859,1.1781113028319747,89.4,56.4,91.3,65.6,1,1,0.02031343673800933,-33.00000000000001,-25.700000000000003
1089,0,0.6503405224479563,1.1412515426801233,0.36056357745833834,95.4,66.5,86.5,28.1,10,1,0.2729106298143819,-28.900000000000006,-58.4
1090,0,0.26277245683985084,-0.07525434528088079,1.5868851655187928,96.4,53.8,72.2,62.4,10,1,-0.29290708267669396,-42.60000000000001,-9.800000000000004
1091,1,-0.798827027217135,-0.5658893166684679,-0.048210285228479824,50.7,33.8,54.5,63.7,12,0,0.29311840526049165,-16.900000000000006,9.200000000000003
1092,0,0.49868345329695896,-0.22311693939768762,0.36056357745833834,69.8,61.6,89.8,52.4,11,2,-0.6162314898144513,-8.199999999999996,-37.4
1093,0,-0.22590032153558715,0.23391289696335238,1.1781113028319747,65.2,36.4,99.0,68.9,8,1,0.37900145090645826,-28.800000000000004,-30.099999999999994
1094,1,-1.6526001572523825,0.7514319763721775,-0.8657580106021161,59.7,50.1,55.9,67.7,3,2,2.0511948690720474,-9.600000000000001,11.800000000000004
1095,0,-0.478662103453917,0.3414493290483031,1.5868851655187928,72.5,51.6,94.2,42.4,9,2,0.6871700264596333,-20.9,-51.800000000000004
1096,1,-0.08547710935873719,0.5565221932182045,-1.6833057359757524,55.6,51.5,51.9,20.9,10,1,0.49519615972159003,-4.100000000000001,-31.0
1097,1,-0.4674282464797689,-1.3724125573055976,-1.6833057359757524,34.9,36.7,58.3,30.5,6,2,-0.6111795459529237,1.8000000000000043,-27.799999999999997
1098,1,-0.5516821737858789,-0.5726103436737774,-0.048210285228479824,52.4,32.3,73.7,37.7,12,1,0.06578093149175566,-20.1,-36.0
1099,1,-0.562916030760027,1.4436977579190475,-0.45698414791529796,59.1,34.6,50.0,56.3,9,2,1.5914679776730487,-24.5,6.299999999999997
1100,1,-0.8437624551137269,-0.646541640732181,-0.8657580106021161,59.0,63.4,57.6,51.6,6,2,0.2729106298143815,4.399999999999999,-6.0
1101,0,-0.17534796515192083,0.8186422464252716,0.36056357745833834,88.2,39.1,84.8,55.0,10,0,0.7730530721055999,-49.1,-29.799999999999997
1102,0,1.0772270874655805,0.5766852742341326,1.1781113028319747,63.6,29.8,88.0,54.6,13,1,-0.5354003880300119,-33.8,-33.4
1103,1,-1.6076647293557906,0.3414493290483031,-1.2745318732889344,31.8,35.6,57.3,38.2,7,1,1.7026107426266524,3.8000000000000007,-19.099999999999994
1104,0,0.8188483770601762,-0.28360618244547225,0.36056357745833834,81.7,44.8,71.8,30.3,0,0,-0.9496597846752629,-36.900000000000006,-41.5
1105,1,-0.8437624551137269,-0.47851596559944565,-1.6833057359757524,61.7,50.8,34.4,57.0,5,0,0.399209226352568,-10.900000000000006,22.6
1106,0,1.5153475094573523,0.5363591122022761,0.7693374401451565,80.9,41.9,87.5,25.0,7,0,-0.9597636723983183,-39.00000000000001,-62.5
1107,1,-0.3382388912770671,-0.7876832078436784,-0.45698414791529796,52.0,36.2,67.8,31.5,8,2,-0.28785513881516606,-15.799999999999997,-36.3
1108,1,-0.40002510463488117,1.2756720827863122,-1.2745318732889344,53.7,30.7,63.1,30.3,2,1,1.318663009150566,-23.000000000000004,-32.8
1109,0,0.7345944497540662,0.9463417595261504,0.36056357745833834,94.7,23.6,71.6,43.8,10,2,0.050625099907173794,-71.1,-27.799999999999997
1110,0,1.1727148717458387,0.3347283020429936,0.36056357745833834,71.3,53.0,92.4,59.6,7,0,-0.8031534126909674,-18.299999999999997,-32.800000000000004
1111,0,1.6557707216342021,-1.5337172054330235,0.36056357745833834,84.8,41.6,64.6,23.3,10,1,-2.642060978286962,-43.199999999999996,-41.3
1112,1,-0.07424325238458902,-0.5121211006259927,-0.45698414791529796,65.2,25.0,37.8,31.3,11,2,-0.3181668019843313,-40.2,-6.4999999999999964
1113,1,-0.6640207435273588,0.5094750041810384,-1.2745318732889344,58.7,23.3,63.3,61.8,12,0,0.9801827704282258,-35.400000000000006,-1.5
1114,0,0.7121267358057707,-0.18951180437114057,0.7693374401451565,94.0,42.2,64.0,31.1,10,0,-0.7829456372448572,-51.8,-32.9
1115,1,-0.7763593132688388,0.6371745172819172,-0.8657580106021161,64.5,56.3,57.3,26.7,7,0,1.1772085810277966,-8.200000000000003,-30.599999999999998
1116,1,-1.9446804385802305,1.0874833266376482,-0.45698414791529796,60.7,31.1,55.4,53.1,9,0,2.566493142947848,-29.6,-2.299999999999997
1117,1,-0.4112589616090289,-0.5322841816419208,-0.048210285228479824,30.3,56.2,51.0,36.1,8,1,-0.03020600187726597,25.900000000000002,-14.899999999999999
1118,0,0.1729016010466664,-1.5135541244170954,0.36056357745833834,90.4,50.4,61.2,47.9,13,0,-1.2931919672591303,-40.00000000000001,-13.300000000000004
1119,1,-0.939250239393985,1.2689510557810022,-0.45698414791529796,60.3,36.5,50.0,31.9,11,0,1.7985976759956743,-23.799999999999997,-18.1
1120,1,-0.3944081761478071,0.34817035605361263,-1.6833057359757524,53.1,55.2,56.0,53.9,9,2,0.6164428123982489,2.1000000000000014,-2.1000000000000014
1121,1,-0.765125456294691,0.8992945704889843,-0.048210285228479824,52.5,66.0,30.1,68.6,4,2,1.3641305039043128,13.5,38.49999999999999
1122,1,-0.3101542488416971,-1.1170135311038398,-0.45698414791529796,33.5,33.3,67.0,58.2,5,2,-0.5606601073376491,-0.20000000000000284,-8.799999999999997
1123,0,1.3636904403063541,0.07932927584123603,0.7693374401451565,69.9,46.6,81.9,42.9,11,2,-1.166893370720944,-23.300000000000004,-39.00000000000001
1124,1,-0.9729518103164287,1.0269940835898637,-1.6833057359757524,50.8,32.0,38.0,50.7,13,0,1.6470393601498505,-18.799999999999997,12.700000000000003
1125,0,1.0042070171336188,1.1614146236960519,0.36056357745833834,86.9,63.6,99.4,52.0,1,1,-0.03020600187726597,-23.300000000000004,-47.400000000000006
1126,1,-0.29892039186754893,1.1210884616641954,-1.6833057359757524,70.3,26.5,61.9,68.1,0,1,1.1115333108279397,-43.8,6.199999999999996
1127,1,0.2796232423010727,0.6304534902766077,-0.048210285228479824,50.6,20.9,62.7,54.7,5,1,0.22239119119910697,-29.700000000000003,-8.0
1128,0,0.9031023043662861,-0.22311693939768762,0.36056357745833834,67.3,59.2,92.0,56.1,9,1,-0.9799714478444277,-8.099999999999994,-35.9
1129,0,0.0998815307147046,-0.7607990998224408,0.36056357745833834,74.5,51.5,90.3,57.0,8,2,-0.661698984568198,-23.0,-33.3
1130,1,0.5604696666547726,-0.619657532710943,-0.45698414791529796,38.4,30.2,50.4,22.6,3,0,-0.969867560121373,-8.2,-27.799999999999997
1131,0,1.5097305809702786,0.6438955442872267,0.36056357745833834,85.5,69.3,89.0,33.8,10,2,-0.8738806267523517,-16.200000000000003,-55.2
1132,1,-0.6584038150402851,-0.9825929909976515,-1.6833057359757524,69.2,36.8,54.1,36.2,5,1,-0.1464007106923972,-32.400000000000006,-17.9
1133,0,0.2515385998657027,0.4825908961598009,0.36056357745833834,95.2,40.3,96.6,57.5,3,1,0.1365081455531404,-54.900000000000006,-39.099999999999994
1134,1,-0.8100608841912829,-0.7742411538330598,-1.6833057359757524,52.0,31.2,66.4,35.7,10,1,0.14661203327619507,-20.8,-30.700000000000003
1135,0,0.7458283067282144,-0.646541640732181,1.5868851655187928,87.2,35.0,89.7,55.5,0,1,-1.156789482997889,-52.2,-34.2
1136,1,-0.14726332271655085,-1.2312709901941,-0.45698414791529796,68.5,54.7,60.0,31.8,3,1,-0.7930495249679123,-13.799999999999997,-28.2
1137,1,-0.9223994539327628,-0.45835288458351714,-1.2745318732889344,53.8,51.6,69.4,50.0,2,1,0.48509227199853494,-2.1999999999999957,-19.400000000000006
1138,1,-0.9111655969586151,1.1345305156748138,-0.8657580106021161,54.5,31.1,50.4,62.2,7,1,1.672299079457488,-23.4,11.800000000000004
1139,0,0.04932917433103909,1.5915603520358539,1.1781113028319747,84.4,43.0,66.5,30.1,12,0,1.151948861720159,-41.400000000000006,-36.4
1140,0,-0.06300939541044087,0.26079700498458996,1.1781113028319747,83.4,33.3,67.0,34.3,1,2,0.25270285436827145,-50.10000000000001,-32.7
1141,0,1.296287298461466,0.27423905899520895,0.7693374401451565,98.8,59.5,99.3,59.3,0,2,-0.959763672398318,-39.3,-40.0
1142,1,-0.624702244117841,1.1748566777066705,-0.8657580106021161,37.4,32.9,60.2,23.9,10,0,1.4449616056887522,-4.5,-36.300000000000004
1143,1,0.49868345329695896,0.6237324632712987,-0.45698414791529796,68.8,54.0,59.9,33.9,6,0,0.020313436738008613,-14.799999999999997,-26.0
1144,1,-1.7312371560714184,0.5834063012394421,-0.8657580106021161,51.0,30.4,33.6,66.1,3,1,1.995623486595245,-20.6,32.49999999999999
1145,0,0.8076145200860289,0.8388053274411997,0.36056357745833834,70.2,55.4,84.0,53.1,0,1,-0.09588127207712314,-14.800000000000004,-30.9
1146,1,-0.5516821737858789,0.3347283020429936,-1.2745318732889344,65.3,30.7,62.3,30.0,3,0,0.7477933527979626,-34.599999999999994,-32.3
1147,1,-0.06300939541044087,1.29583516380224,-0.048210285228479824,61.3,36.8,53.8,54.9,13,0,1.0307022090435003,-24.5,1.1000000000000014
1148,0,-0.24275110699680896,-0.2500010474189252,0.36056357745833834,72.8,32.0,92.9,34.5,0,1,0.030417324461063676,-40.8,-58.400000000000006
1149,0,0.6054050945513644,1.2555090017703832,1.1781113028319747,90.3,52.8,86.1,65.0,3,0,0.399209226352568,-37.5,-21.099999999999994
1150,1,0.03247838886981646,0.3952175450907782,-0.048210285228479824,30.0,29.0,56.1,30.4,1,1,0.2678586859528544,-1.0,-25.700000000000003
1151,1,0.358260241120109,0.3817754910801597,-0.8657580106021161,74.3,51.3,39.2,56.9,3,0,-0.035257945738793504,-23.0,17.699999999999996
1152,1,-1.6919186566619007,-0.9019406669339386,-0.8657580106021161,63.6,35.2,34.2,23.5,7,2,0.8437802861669846,-28.4,-10.700000000000003
1153,1,0.015627603408594624,0.5229170581916575,-1.6833057359757524,37.2,35.1,75.2,38.9,4,0,0.3790014509064586,-2.1000000000000014,-36.300000000000004
1154,1,-1.8098741548904547,-1.621090556502046,-1.6833057359757524,52.2,52.7,75.9,56.4,10,2,0.40931311407562326,0.5,-19.500000000000007
1155,0,1.0491424450302105,0.01884003279345139,0.7693374401451565,67.0,52.8,86.0,43.2,2,2,-0.9294520092291535,-14.200000000000003,-42.8
1156,1,-0.3944081761478071,0.8253632734305811,-1.2745318732889344,32.6,31.4,80.0,35.9,0,1,0.9751308265666986,-1.2000000000000028,-44.1
1157,1,0.02686146038274278,1.1882987317172895,-1.2745318732889344,65.8,53.5,53.8,34.3,7,0,0.8690400054746219,-12.299999999999997,-19.5
1158,1,-0.29892039186754893,0.8186422464252716,-0.048210285228479824,56.2,38.6,34.4,35.4,10,1,0.8841958370592041,-17.6,1.0
1159,1,0.27400631381399904,1.1882987317172895,-0.8657580106021161,79.4,34.1,54.4,55.4,4,2,0.6467544755674134,-45.300000000000004,1.0
1160,1,-0.332621962789993,-1.3388074222790505,-0.45698414791529796,38.6,20.6,74.4,55.7,10,1,-0.7071664793219453,-18.0,-18.700000000000003
1161,1,0.0717968882793346,0.44898576113325384,-0.048210285228479824,68.2,34.7,62.4,31.6,5,1,0.2729106298143819,-33.5,-30.799999999999997
1162,0,0.08303074525348277,0.4758698691544914,0.36056357745833834,60.4,42.5,60.4,69.4,2,1,0.2830145175374366,-17.9,9.000000000000007
1163,1,-1.012270309725947,-1.4530648813693106,-0.8657580106021161,66.8,57.0,40.0,51.8,5,0,-0.18176431772308954,-9.799999999999997,11.799999999999997
1164,0,1.2569687990519487,-1.6009274754861176,1.1781113028319747,68.4,52.5,96.3,54.6,10,1,-2.3338924027337873,-15.900000000000006,-41.699999999999996
1165,0,-0.10232789481995902,0.72454786835094,0.36056357745833834,74.0,45.7,89.7,59.0,11,2,0.6366505878443587,-28.299999999999997,-30.700000000000003
1166,1,-2.0738697937829325,-1.5606013134542613,-0.45698414791529796,74.5,62.8,71.6,55.6,7,1,0.6922219703211606,-11.700000000000003,-15.999999999999993
1167,1,-0.939250239393985,1.3428823528394063,-0.8657580106021161,63.6,23.6,61.8,64.9,11,2,1.8541690584724768,-40.0,3.1000000000000085
1168,1,-0.416875890096103,-0.8011252618542973,-0.8657580106021161,34.7,53.5,51.1,66.5,12,0,-0.2272318124768368,18.799999999999997,15.399999999999999
1169,1,-0.3775573906865852,0.5296380851969665,-1.2745318732889344,77.3,58.8,31.6,56.5,5,1,0.7376894650749078,-18.5,24.9
1170,0,-0.4112589616090289,1.2555090017703832,0.36056357745833834,80.7,33.5,69.2,58.9,11,0,1.3136110652890378,-47.2,-10.300000000000004
1171,0,1.4142427966900204,-0.7406360188065128,1.1781113028319747,92.4,32.6,99.5,59.8,1,0,-1.8286980165810416,-59.800000000000004,-39.7
1172,0,1.4535612960995385,1.4100926228925004,1.1781113028319747,80.8,43.9,74.2,44.3,12,0,-0.24743958792294654,-36.9,-29.900000000000006
1173,0,1.1221625153621724,-0.16262769634990298,1.1781113028319747,89.5,40.5,90.6,52.5,4,0,-1.1315297636902517,-49.0,-38.099999999999994
1174,1,-0.506746745889287,-0.9221037479498669,-0.8657580106021161,64.2,54.1,60.0,58.3,4,1,-0.23733570019989167,-10.100000000000001,-1.7000000000000028
1175,0,1.0884609444397286,0.5296380851969665,1.1781113028319747,89.9,51.8,84.6,49.7,2,2,-0.5808678827837592,-38.10000000000001,-34.89999999999999
1176,0,-0.03492475297507088,1.2823931097916212,0.36056357745833834,90.6,50.6,73.4,43.0,5,0,0.995338602012808,-39.99999999999999,-30.400000000000006
1177,1,-1.8379587973258247,-0.7540780728171312,-0.45698414791529796,51.6,69.0,53.1,61.5,11,0,1.0862735915203028,17.4,8.399999999999999
1178,0,0.7739129491635843,0.7984791654093432,0.36056357745833834,81.9,47.8,81.8,21.4,12,1,-0.0958812720771228,-34.10000000000001,-60.4
1179,1,-0.793210098730061,0.49603295017041943,-0.8657580106021161,67.8,65.3,62.1,65.8,11,1,1.0862735915203026,-2.5,3.6999999999999957
1180,1,-0.8156778126783569,1.006831002573935,-0.8657580106021161,63.6,32.1,54.0,26.2,7,2,1.4904291004424992,-31.5,-27.8
1181,1,-1.6301324433040867,0.40865959910139726,-0.8657580106021161,52.6,39.0,62.1,50.7,7,2,1.7733379566880372,-13.600000000000001,-11.399999999999999
1182,1,-0.7763593132688388,-0.6263785597162526,-0.8657580106021161,77.9,39.0,57.2,38.8,4,2,0.2274431350606345,-38.900000000000006,-18.400000000000006
1183,1,0.16728467255959273,-0.6667047217481091,-0.8657580106021161,67.5,51.0,65.1,21.4,13,2,-0.6515950968451433,-16.5,-43.699999999999996
1184,0,-0.3101542488416971,-1.1304555851144586,1.1781113028319747,89.6,25.5,82.3,43.1,12,0,-0.5707639950607039,-64.1,-39.199999999999996
1185,1,-0.8381455266266529,-1.1909448281622435,-0.048210285228479824,52.1,30.5,72.3,21.1,13,0,-0.14134876683087003,-21.6,-51.199999999999996
1186,1,-0.47304517496684295,0.7379899223615585,-0.048210285228479824,61.7,31.0,65.8,31.2,6,1,0.9801827704282258,-30.700000000000003,-34.599999999999994
1187,0,0.8188483770601762,-0.612936505705634,0.36056357745833834,90.6,43.4,99.3,30.3,13,1,-1.1972050338901086,-47.199999999999996,-69.0
1188,0,0.8974853758792125,0.9665048405420785,1.1781113028319747,82.6,55.6,92.6,20.0,6,1,-0.08072544049254056,-26.999999999999993,-72.6
1189,1,-1.8716603682482684,-0.8683355319073915,-0.45698414791529796,61.1,20.4,58.6,66.7,6,0,1.0307022090435003,-40.7,8.100000000000001
1190,0,1.4872628670219823,1.1143674346588859,1.1781113028319747,92.1,46.7,97.6,41.3,13,1,-0.5000367809993195,-45.39999999999999,-56.3
1191,0,0.4368972399391445,-1.0968504500879115,1.5868851655187928,84.5,42.1,83.5,41.0,1,0,-1.2174128093362184,-42.4,-42.5
1192,0,1.0266747310819142,0.16670262691025822,0.36056357745833834,84.8,62.6,93.2,50.9,10,1,-0.7981014688294394,-22.199999999999996,-42.300000000000004
1193,0,-0.10232789481995902,0.8656894354624373,0.36056357745833834,72.8,41.1,82.6,48.1,13,2,0.742741408936435,-31.699999999999996,-34.49999999999999
1194,1,-0.332621962789993,-1.34552844928436,-0.048210285228479824,70.0,34.9,31.6,24.5,11,1,-0.712218423183473,-35.1,-7.100000000000001
1195,0,-0.444960532531473,1.5579552170093067,1.1781113028319747,60.2,61.3,92.3,67.6,1,2,1.5712602022269382,1.0999999999999943,-24.700000000000003
1196,1,-1.7705556554809365,1.4705818659402845,-0.048210285228479824,52.6,64.5,52.1,22.9,2,0,2.697843683347562,11.899999999999999,-29.200000000000003
